tree1,tree2,dist
1240,1399,0.0007087064454646963
1901,3002,0.0007157071368029469
720,2732,0.0007230260197170352
781,812,0.0007239233851260851
3367,3084,0.0007398672456916389
49,821,0.0007459932922963611
2331,2572,0.0007486987941428547
913,1100,0.000752870749143519
1204,1252,0.0007538267237769958
3387,3050,0.0007545720704623116
3312,3305,0.0007899725069450414
1367,1464,0.0007955418882288831
521,1646,0.0007999478009841077
1227,1717,0.0008001185279277734
924,2380,0.0008062698154544835
912,3035,0.0008087453830944724
386,869,0.0008166816860121356
769,3428,0.0008179183226766917
2516,3282,0.0008242726793082911
276,1605,0.0008375641282676004
2052,3125,0.00083983419464706
264,1997,0.0008431066081664995
2363,2819,0.0008452046926473583
1035,3290,0.0008709419144894981
1578,1606,0.0008872113303698415
292,3394,0.0008970897918411797
671,1437,0.0009009174873467196
303,1329,0.0009009239507649924
553,1855,0.0009048274354895858
30,2970,0.0009128594190687123
3377,1873,0.0009135939398256798
83,2279,0.0009163162660822677
955,1613,0.0009175254075795003
1313,2254,0.0009255842199670239
663,1746,0.0009380445986719166
188,1058,0.0009408436814280219
458,1270,0.0009426856170354214
991,1501,0.0009478899703680224
3310,3093,0.0009502442987359139
751,2007,0.0009643451923742191
3357,3016,0.0009648861403334513
1806,2823,0.0009691817672445383
1642,1801,0.0009717369590723727
883,2194,0.000987995451302487
1895,2961,0.0009982853232544803
1055,1726,0.0010009971403761586
532,3350,0.0010062227036911064
1978,2075,0.0010067119542246927
3361,570,0.0010125572960747314
3429,3355,0.001014897413985416
1029,1915,0.001014956243965793
427,1585,0.0010189579554981398
992,2059,0.001023661940384779
3382,1616,0.0010289964213739677
1730,2994,0.0010324781432300978
2036,2579,0.001042715314719056
3378,2660,0.0010457563378060697
3360,1296,0.0010658691091129987
1028,1674,0.0010661555645093412
1314,1816,0.0010685773072215687
1979,2236,0.0010701660759639409
166,556,0.0010813271488274157
255,2153,0.001081468868198543
1781,2655,0.0010880092705423672
282,1849,0.0010886130258677743
254,1246,0.001091802504783801
3342,3299,0.0010981004122301852
3344,3192,0.0010998001167381866
1551,3061,0.001100248651500435
579,2749,0.0011006434590658531
855,3072,0.0011026849732581924
103,3011,0.001107772674372981
134,2545,0.0011092490766468135
3457,3204,0.001116755407049752
573,3087,0.0011176993408873806
2402,3245,0.0011229833106564668
3375,3404,0.001124912035691622
922,1116,0.0011349176146865092
675,1480,0.001135552975592858
1580,2811,0.0011417726828603092
2446,2566,0.0011446636741062333
2817,3001,0.0011471201254771024
385,2122,0.0011487416813405482
3402,2921,0.0011573356530006074
1168,2350,0.0011621847848660022
882,3054,0.0011750453911750086
1431,3082,0.001191237150627078
1669,1854,0.0011946207633666793
1404,1927,0.001201304957269389
1423,1904,0.001204819120876749
1668,1701,0.0012066182888616772
1273,3401,0.0012158527872485302
1863,2520,0.0012215231400791587
636,3372,0.0012297860220745194
126,231,0.0012308755773898436
26,1609,0.001237197704554105
347,1734,0.0012435732568610997
189,2523,0.0012502717325340688
514,1063,0.0012644339783057235
2851,2899,0.001264844264915771
1335,1688,0.0012693776315474553
260,1885,0.001271111064378605
308,477,0.0012793534517801936
1777,2565,0.001284670664195131
1332,2759,0.001292460799866113
3453,1696,0.0012973255917504423
3449,1706,0.0013066168565531652
169,709,0.0013234895791352438
562,1050,0.0013246178683709586
3362,3384,0.0013350061923049772
2606,2733,0.0013387948283646312
862,2045,0.0013467303381838602
3341,3530,0.0013550291238914186
248,1044,0.0013655733426567729
745,2064,0.0013682548430720143
1860,3490,0.001368323472270061
2940,3030,0.001373699835985176
900,1803,0.0013887337051437937
1157,1865,0.0013923887569556315
2664,2741,0.0013981523766841697
571,1891,0.001398168764040586
7,533,0.00140040360695054
944,1802,0.001410839182588025
1878,1954,0.0014130786887034535
3395,3417,0.0014139967848342816
676,1874,0.0014160170702827435
635,1383,0.0014171702176559858
1145,1932,0.0014180391283067917
3405,2364,0.001418928163261307
1466,3379,0.001432996557262027
3346,2473,0.0014332692207679743
3374,3376,0.0014335940825992433
2556,3190,0.0014338117843734344
1067,1489,0.001464699221919611
1126,1645,0.0014726325584063782
3434,2062,0.0014753475071461186
433,2275,0.0014763990773793423
61,1586,0.0014833944817760347
907,2479,0.0014979839231592518
2524,2599,0.001499851408504213
3369,658,0.0015164788719163151
3412,2318,0.001529441697062428
1930,2635,0.0015295742500488702
1740,1778,0.0015336061188473693
315,3371,0.0015338038009398425
94,391,0.0015342682551486297
1434,1969,0.0015516379762376409
2353,2919,0.0015535119737322967
826,1282,0.0015568472962178836
3397,2928,0.0015632699105706527
93,2341,0.0015667900596580409
366,2453,0.0015805336193593228
1181,2470,0.0015820124077055887
1301,3277,0.0015843394708168201
225,1598,0.0015850775410343187
48,1641,0.0016006916758522782
2391,3167,0.0016035493939779415
3420,3472,0.0016094282178573515
1024,3096,0.0016123883214241297
1302,1602,0.0016144146348242485
380,3557,0.0016216420744035176
3337,3024,0.0016239569807995902
3414,2133,0.0016259294550400316
798,1362,0.0016285638292393365
1072,3223,0.0016339332916104066
1245,2760,0.0016381699012587014
1321,2515,0.001641521219082731
3421,1263,0.0016457793197677262
1499,1583,0.0016477767684616174
286,668,0.0016479501623965914
513,2991,0.0016486197662838875
226,490,0.001653901414981257
2020,3267,0.0016542893969787587
1193,1419,0.001665110683587455
1088,1102,0.0016682923733881833
3439,2181,0.0016714438785314645
3528,1291,0.0016727975662162234
1182,1743,0.0016807806838787243
1185,1787,0.001683424588753174
1139,2625,0.0016892623297843357
836,3444,0.0016951397165527182
853,2570,0.0016973831581419303
586,1986,0.0017022845205528214
3435,775,0.0017042048707075277
694,1634,0.0017092975499176655
168,580,0.001721096643943404
657,2536,0.0017347851306148687
1356,1735,0.0017468294590812505
1194,2679,0.0017494516592825304
105,700,0.0017550673220794177
3551,414,0.0017566749489280609
2754,3240,0.0017628279639351901
322,3518,0.0017668971092504315
737,2532,0.0017690228789395343
1479,2711,0.0017763550060214683
3347,3077,0.0017813184141661498
1172,2485,0.001782719794293175
1547,3471,0.001788119012178492
3447,2983,0.0017912555815447206
1576,2573,0.001793348063531458
515,2548,0.001796677117060913
447,2997,0.0017980934416619333
1180,3101,0.0018064295868501223
1526,1869,0.0018085317819911406
3565,3398,0.0018211962676983329
567,1992,0.0018224271156797311
230,538,0.001824604931357665
397,1879,0.0018442747923122366
3480,2955,0.0018493905707282002
114,2594,0.0018506368938735474
323,437,0.0018540804354686934
3479,692,0.0018588105977443425
2437,2637,0.0018633776244239841
222,426,0.0018652223955091113
1715,2634,0.0018753142461103017
3509,3025,0.0018795817711809715
804,1141,0.0018833078410456783
3487,3400,0.0018953463356801339
2261,2530,0.0019035033155644782
3368,1663,0.0019048440901768826
1546,3260,0.001906135729891345
1013,1872,0.0019061579834733222
615,3185,0.001908094768750257
3478,1666,0.001919232221151937
846,1010,0.0019338714700085635
1636,2289,0.0019404889551120214
1579,1798,0.001942114868135069
3413,1009,0.0019438251140301288
3515,3157,0.001968177094701512
55,1093,0.001976358709392093
368,2112,0.0019899273325796885
2409,2434,0.0019908755000491163
3359,3485,0.0019914472362054236
1,1791,0.0019958109762993927
345,1305,0.0019971119585126956
523,3070,0.0020104805449804863
44,324,0.002012537773849424
217,449,0.00201511801740957
957,3106,0.002025141044786502
2372,2663,0.0020317113276686616
757,1400,0.0020320456881496515
3441,3431,0.0020374681947316203
3363,2172,0.0020390591089171073
52,2695,0.0020398118416964615
1108,2680,0.002041608702156472
3436,2649,0.0020426916174561827
2605,3284,0.0020430391189462382
1124,1309,0.0020466943308871596
889,1261,0.002053953214301296
3411,1999,0.0020626182214213973
1078,3297,0.002066408726474612
849,3089,0.0020707825009012026
2140,3172,0.002083253145567343
3358,3463,0.0020843752919643688
1493,1741,0.002094046858541032
1098,3197,0.002097072817161913
161,2336,0.002097989129755541
3388,3641,0.002101603823447429
1219,1848,0.0021041238696378195
1459,2692,0.0021085518596380692
758,3391,0.002108764427088461
578,1022,0.0021100002231821957
2589,2745,0.002110530226705265
3498,2436,0.002112625997735096
633,650,0.0021174577389063143
1120,3370,0.002120882532285484
873,2428,0.002124169288746397
1307,1568,0.002137199792334371
468,2141,0.0021433857155053054
89,1514,0.0021435654216996475
861,3522,0.0021483057240002518
1255,3128,0.0021484064719186347
3443,3477,0.0021543232164512593
329,656,0.00215476543008139
37,958,0.002158876185208991
2407,2803,0.002160542944373005
544,1601,0.002172778626725047
2179,3133,0.002173068914758632
3492,1258,0.002177642195881846
1118,2102,0.0021792629992770374
1205,2293,0.0021896618699244613
474,1149,0.00219469521983065
3396,3497,0.0021984079305220894
3386,2265,0.002211214130274086
2188,2963,0.0022233293787023503
3567,275,0.0022322974803195006
419,2577,0.002233770811578651
379,672,0.0022368415051109702
373,3158,0.00224038957753514
352,1977,0.002243292908305272
1788,2448,0.002245171580144603
371,968,0.0022741939257787808
177,874,0.0022850549231355766
67,972,0.0022851975046503485
3614,1596,0.002292397532279833
2390,2995,0.002294025845136688
631,2046,0.002298235467219467
3503,3003,0.0023185611998027267
1152,2411,0.0023225034561002375
3525,3351,0.0023253199682907733
557,2848,0.0023260766408012695
1762,2270,0.0023360475446453366
599,1519,0.002344036049088394
28,2684,0.0023504749569895345
1488,3510,0.0023577560265869157
3532,1775,0.0023623625153859247
40,1505,0.0023645739011419753
91,594,0.0023659943171046825
1517,1962,0.0023694309818472203
3536,357,0.002371953251368575
1457,3094,0.002374674062407184
288,2603,0.002378342302013184
3424,2255,0.0023951342020845923
3381,3506,0.002395441969571782
3690,3545,0.0024076633617877707
693,3467,0.0024097023807258637
3427,2219,0.0024134988337858876
3470,1451,0.002416864034202826
828,2081,0.0024170044786580545
2576,3186,0.0024181818295825504
1673,2093,0.0024226316841594875
154,984,0.002436312540952862
462,1482,0.0024434859079529997
319,666,0.0024447402942180535
969,2816,0.0024456544261750174
3596,2729,0.002455419647594159
27,2233,0.002459400221114974
3561,3037,0.002467214001543039
2120,2511,0.002468391638867029
1027,2016,0.0024709466935989577
1253,2531,0.0024739856737323283
3608,2139,0.002481620404732321
2090,2627,0.0024826076153684484
199,3550,0.002491462785108478
293,942,0.0025007752997716556
1678,1689,0.002505882743064264
423,898,0.002511065637594123
1760,1989,0.00251879271931843
2652,3112,0.0025191226172763814
1303,2552,0.002522337572198205
2213,2839,0.002522634207264963
1409,1686,0.0025235556293899675
263,351,0.0025296098800434152
1422,1685,0.0025329922741031685
2941,3195,0.0025351704615278747
395,701,0.0025408079909319536
2260,2301,0.0025428585794338987
2464,2629,0.002555542111336219
2166,2201,0.002556443999897351
3548,1527,0.002560340897573954
746,3486,0.002563877309215312
1097,3489,0.002568510501954502
145,2661,0.0025691721450583627
2207,2715,0.0025733810052350203
2654,3057,0.0025763690500945607
1315,2932,0.0025965456965113543
1507,2144,0.00259843365945938
1135,2259,0.002600438783407877
1610,2818,0.0026079528430209
1300,2489,0.002608089262634977
88,837,0.0026148789699158015
561,622,0.0026367290349316175
2012,2450,0.0026394714169586386
702,2986,0.0026513579305939283
155,1933,0.002660216837741869
424,3587,0.0026753082447485907
1956,2611,0.0026753410780157305
243,3520,0.0026777901651044156
1600,1840,0.0026808346571455255
450,2667,0.00268118991848848
2597,2781,0.0026868352042444393
1042,3287,0.00268925270969797
2421,2952,0.0027041030283876458
298,2709,0.002706374845637294
3526,652,0.002707759085578819
1413,2835,0.002736871427893417
3625,2347,0.002738183929155591
637,2482,0.0027412789106049246
172,2641,0.0027467608848083525
559,816,0.002746902988185522
501,591,0.0027490769783556045
122,2985,0.0027615717157098048
149,2833,0.0027629771440644824
1158,3143,0.0027654209472083024
16,310,0.002774777703063655
3440,3483,0.002783878784159699
2854,3546,0.0027880111326634427
1122,1293,0.002795344150216988
689,1378,0.0027987542380414343
1104,1700,0.0027992795088486178
2377,3288,0.002803123360596547
1647,2481,0.0028042045159158424
451,1751,0.0028110369506068045
3554,2008,0.002816792687278219
1308,2170,0.002832919122517749
1554,1925,0.0028429031016130035
2501,3140,0.0028481185876954723
935,1702,0.0028502485493948904
589,2636,0.0028662737273115746
1804,2671,0.0028681287447170356
1664,2343,0.002871067441163666
612,1430,0.0028834866893751865
565,2873,0.002888868094330345
911,3139,0.0028940178930009913
1089,1114,0.0028958677638169644
206,2676,0.0029034965289699843
240,2880,0.002914256904645751
333,3159,0.0029173913102760185
563,1082,0.0029186900247413217
1151,1681,0.002935876348990951
947,2397,0.002948647979849006
1446,3493,0.0029508940796200978
2035,2283,0.0029545747280038115
498,3131,0.002961875993400004
331,933,0.0029620223084009523
3524,3303,0.0029648826649286003
3423,3415,0.0029756992320094378
215,748,0.0029854939635603206
24,2321,0.0029897549172381854
3426,3563,0.0029997987251777006
2162,2704,0.0030139745181849142
245,2804,0.0030181119952210067
194,2896,0.003021762389854677
1341,3513,0.0030237315720959
2101,2775,0.003033485952052384
3438,1574,0.0030474360770195164
81,144,0.0030526783287530557
3598,2690,0.003056442504119239
814,2348,0.003064744935809882
2469,3246,0.0030670956298166907
2070,2541,0.00307242143916156
1106,1174,0.00307403062672546
626,1271,0.0030812687106788195
2298,2505,0.0030831775355580626
4,2071,0.0030886813929536377
3491,1768,0.003099208649122054
2394,2666,0.0031075756605072336
2138,2463,0.0031177137823026613
3462,2480,0.003118289458365564
72,1103,0.003125431177487814
3615,2905,0.003127326628949663
3558,2427,0.0031287702957670666
3416,1832,0.0031381345233544577
1655,3009,0.003144739924272194
3673,2367,0.003147021380652964
1850,3301,0.003164113909077837
784,891,0.0031748184428817133
1530,2498,0.0031767321449709717
241,1257,0.003176814554476576
3364,3739,0.0031865228366011796
242,2790,0.0031907563649919424
204,314,0.0031924701487261453
963,1913,0.0031950828977328205
247,1080,0.0032102298664073714
750,3662,0.003218972470646675
1283,2769,0.0032280876783972595
3726,3516,0.0032324211109967804
3459,1949,0.0032340462902746836
1828,1846,0.003243998142264101
928,1639,0.0032448610323229515
1049,2156,0.003260206299743551
3419,3638,0.003274649013620054
3533,3762,0.0032767522347356137
170,1991,0.003287352559293466
2418,2788,0.0032873546028948653
3671,1910,0.003288646199734402
3653,3832,0.003289525761501523
725,1495,0.0032901374138291986
1982,2060,0.003292273902439885
1376,2736,0.0033068770532095892
602,3198,0.0033075859048265766
714,2334,0.003314151260516273
685,2058,0.003318548159330359
3468,3399,0.0033232749327694044
3781,2339,0.0033234413296966275
3433,3657,0.0033334755734510113
980,1677,0.003335558518703461
608,829,0.0033444560317997807
2256,2673,0.0033466899386115356
1037,3146,0.0033500300869339222
985,2554,0.0033843297051377313
128,425,0.0033875584470784703
613,3058,0.0033903239069998023
1892,2025,0.003398988683558146
137,1105,0.0034004712480723218
3325,2495,0.003402849986255882
3466,3593,0.0034044917829916463
2067,3784,0.0034057553539157317
3649,2085,0.0034069116784749554
497,2771,0.0034081730412393596
782,986,0.003416677550474312
1557,3224,0.0034206331384356026
393,971,0.003424030582480239
1311,1750,0.0034249336258390106
2551,2768,0.003427709840278681
90,936,0.0034305355594471815
465,2813,0.003433848559419134
198,405,0.003438569852793713
203,484,0.0034414959057564865
2730,3208,0.0034455190875180564
258,2258,0.0034503072899740306
3527,3455,0.0034547022859624625
3523,3539,0.003465658456126397
1370,3676,0.003467064414015786
1349,2206,0.003489327119003932
330,1498,0.0034893855419359937
120,2881,0.0034983603061364693
3476,3702,0.0035129326181690956
492,2405,0.0035212623898901968
1438,3097,0.003533805289052866
1830,3302,0.003545606198257001
11,1295,0.0035463981969339753
158,2665,0.0035481672027903033
3700,2149,0.0035536756746109566
384,2271,0.003556611967720665
355,507,0.003571637708226813
742,2011,0.0035735774519668473
1380,2827,0.003579438809531321
45,383,0.0035898284894241156
1210,3242,0.003601125449357645
211,3211,0.0036030929144353074
3727,3825,0.00360761771765325
3029,3045,0.0036094844339182863
3425,2325,0.003622686262976238
129,529,0.003623156720972992
3718,1056,0.003629069535381224
665,1476,0.0036303531839820824
683,3164,0.0036349939018965327
677,3430,0.0036428091459647094
2653,3205,0.0036494860648940315
1867,2063,0.003653324349541757
2030,2454,0.0036547784647591175
989,3026,0.0036552373667893337
3418,1487,0.003655652360015582
358,2607,0.0036612746423753117
1693,3275,0.003664051003648353
2210,2728,0.0036726499980042626
3345,3253,0.0036736941351395436
159,1064,0.003673773755808629
1994,2000,0.003674848394608434
3456,2717,0.0036854917133845033
1317,2373,0.00369107698368934
1785,2546,0.003698281560920627
362,3581,0.003701278950314711
313,2706,0.003702983802716747
3687,2930,0.0037143163419857683
727,3668,0.003722043833616309
951,2424,0.0037425798620258355
33,446,0.0037510064788413428
435,3473,0.0037631183291875203
2135,3207,0.0037659573080095626
3446,3895,0.003772718452971835
229,2094,0.0037730069995214194
3560,669,0.003775699203506011
824,1375,0.003784257002308028
945,2423,0.003793134406018722
3699,2810,0.003800630707963496
3721,3610,0.003801234492555714
3639,491,0.0038023740530073735
213,2175,0.0038025375409883877
845,2619,0.003802722951337212
1943,2406,0.003807508765917317
421,1544,0.0038111821946163194
1491,2937,0.0038276904909465836
3678,3296,0.0038431444986575664
135,3748,0.003862635086961195
1947,2403,0.0038660245898747697
2442,2721,0.003872806549002711
785,2056,0.0038736987373704374
3670,3559,0.0038771968766954518
3508,3871,0.003887097799089868
638,2658,0.0038948444304801044
3543,2379,0.0038948837816546733
3737,3705,0.003894912958188331
705,1462,0.003907633798235444
3534,2685,0.003907850886639502
3469,879,0.003908537112931716
2294,2683,0.003930977491207688
1966,3279,0.003946988702005577
1320,2529,0.003951083233010647
1880,3031,0.003957864427823539
3761,3642,0.003958359588172117
3786,2958,0.00396045997500446
2061,2821,0.003962041144814077
3899,2004,0.003976004310822234
142,852,0.003978821140122955
356,429,0.003981808769085472
1262,1485,0.003989090590476505
1345,2128,0.003996771706008581
253,272,0.003997362970259974
696,2110,0.00400227021405867
3605,2701,0.004005684911637275
923,3295,0.004008989775928132
3640,3504,0.004015517880208982
960,2474,0.0040171818163208944
3475,3738,0.004023745782175681
3827,3661,0.004032723369046698
1020,2560,0.004036169195651418
2383,2944,0.004040775837955993
2014,2055,0.0040428141191321265
304,2931,0.004045105905984947
3599,1556,0.004053873182492951
305,646,0.004058414099369134
3824,2534,0.004061200327082931
326,2412,0.004064443216490077
485,2492,0.004086113176903328
3542,3606,0.004092017215873253
3597,3609,0.004097954429177264
3622,2812,0.004101087255648561
2584,2707,0.004103708061408584
3537,3488,0.004104060796924595
729,787,0.0041118291989706846
2017,2193,0.0041207662636613684
3992,897,0.004136715870889762
2462,2785,0.004138289032357689
3643,291,0.004139716754620271
3696,2278,0.004140025506881612
588,1857,0.00414135022058898
3651,2031,0.004142915346222964
1425,3052,0.004149168130444594
2508,2878,0.004153117378191157
718,756,0.0041570263267073915
3569,2719,0.004163857535969498
3987,3407,0.004175543656346224
918,1140,0.004175555601138525
3918,3408,0.004184577465949441
3939,3156,0.004206145360658928
3963,3780,0.004210599759856104
3590,3592,0.004212914333263762
1893,2598,0.004215427283607472
273,346,0.004220350683387483
51,3111,0.0042235272749828745
162,3667,0.004225856807717122
860,1286,0.004231621204081493
265,2286,0.004236365363204653
2452,3080,0.004246372112447341
3538,3683,0.004247776266065095
3679,1660,0.004248160029337977
760,1318,0.004249913011650338
3663,766,0.004251129414498327
148,1407,0.004252208086856835
3647,3589,0.00426640002246558
3742,3669,0.0042724791947224006
3789,3027,0.00428469390794578
686,1371,0.004298066848937805
19,402,0.004303689780432413
681,2900,0.004314570532054196
512,979,0.0043175284767233545
36,2142,0.004319668247464659
3674,3135,0.004320450696004882
3865,3634,0.004321175054771698
3864,547,0.0043218556949963065
297,1277,0.004326886819050246
1729,2026,0.004332923256431004
3954,2879,0.004341727096082187
975,1635,0.0043450869549485766
3495,1752,0.004350275701538953
504,712,0.004351330845418971
388,1208,0.004355975721622635
3763,3540,0.004358286465346695
238,528,0.004359220048057777
1973,2034,0.004359523506836327
3636,3574,0.004360257324574596
619,2476,0.0043660353704012
3806,2460,0.004371860243461562
1398,1824,0.004374110997551152
2119,3214,0.0043753942954376165
1665,3373,0.004382890904832636
568,1793,0.004388048045216128
2735,2968,0.00439505276097087
3943,2013,0.0043955481750565795
496,2398,0.004395734443193106
962,1187,0.004398122010321216
3821,2262,0.0044018733368303975
205,1039,0.004438027527941091
448,2907,0.004438199023104349
506,3119,0.0044418527435888255
2322,2561,0.004443901675021952
1644,2098,0.0044521992967507945
4070,1657,0.004460593521341316
23,2314,0.004473178148278259
156,2263,0.004473206965968202
558,1000,0.0044753997316864524
2150,2657,0.004479684164281156
884,3627,0.004488150253550698
1276,1838,0.004492023770869227
1799,2630,0.004501604980086754
764,2461,0.004510038630052941
342,3121,0.004511278022637828
78,1011,0.004512890205282755
551,606,0.004543724042189973
1433,3629,0.004556308810080595
1177,3062,0.004557016585525181
3383,3571,0.0045653471990169114
39,811,0.0045749777681971734
420,3689,0.0045778773298866815
630,632,0.004581127554296967
3891,3623,0.004581518209358329
3747,3521,0.004581933847874298
1473,2359,0.004590827452030611
601,3060,0.004591232684503385
1456,2976,0.004599368682503935
1217,2765,0.00460299935952127
343,1057,0.004611865378394947
20,903,0.004611953187874912
3715,3454,0.00467499942598254
277,3239,0.004676273874794273
3792,2103,0.004684171728118164
1630,2710,0.004689942722067075
3570,3611,0.004700823926107555
200,2743,0.004701886346358444
321,552,0.004705560838952905
3681,2774,0.004707032642100983
765,2602,0.004712098094742517
3385,847,0.004723699429923484
1076,1944,0.004723836144757326
191,2374,0.004725999220809796
3759,1736,0.004731666238148677
1366,1928,0.004754167876140136
3595,3755,0.004763265507719439
340,2867,0.004789693233184636
1987,2981,0.004792922099907115
723,2852,0.004803104711276179
735,3904,0.0048200380373649016
2564,2615,0.0048206772483704655
3882,2245,0.004821398117081044
1570,2713,0.004821607890237986
80,1608,0.004828177263696221
62,1553,0.004830362304765912
1516,2370,0.00483283529279277
795,2752,0.004842781221992925
456,2929,0.0048459300458298105
939,2292,0.0048472576243286936
503,564,0.004847431128676541
3514,2029,0.004847944588161804
3585,3130,0.00486911824836922
1513,3256,0.004879203976517393
227,4022,0.0048870112367396315
1354,1661,0.004887646972186809
157,1083,0.004893103223807767
3691,3578,0.00489564978437905
10,3660,0.0048982054502856864
3870,2772,0.004905918820349707
116,1774,0.004905977867027594
647,1167,0.00490697851069874
478,1810,0.004909773902587566
2980,3088,0.004916143184852471
1521,2984,0.004918052979883153
596,3633,0.00492427577018395
3779,2662,0.004933746819578699
2486,2644,0.004934532788426399
1330,2770,0.0049421866559618555
2202,2483,0.004946409974289467
525,3588,0.004949152784520933
3613,3874,0.004949309508367666
3458,607,0.004969937129021579
3644,3212,0.004971048471864442
3750,2215,0.004971359962918476
3544,2934,0.004979594734929094
1130,2308,0.004982241508402152
1325,2187,0.004982334387652068
3769,2362,0.004984921600258669
2243,3166,0.004986277935460803
417,3263,0.005027993625775232
2239,3863,0.005033173843608074
1134,1211,0.005036488436873128
311,2185,0.00504113411954582
3975,2099,0.005046900518411057
2127,2547,0.00505489877525047
726,3005,0.005060305164790335
59,65,0.005065770449457739
1017,2253,0.005065800558686731
3944,1784,0.005066248382929354
1471,2902,0.005098533641481481
3535,3484,0.005101940554885387
360,1672,0.00510283510097756
2459,2708,0.005104073479913859
2351,3768,0.00510841581128052
1703,1817,0.0051277792524505456
1650,3000,0.005129923014869475
349,3958,0.005135031245607158
195,1068,0.005137524509623903
3708,4042,0.005149729776621703
1447,2688,0.005172562710585749
127,566,0.0051842862257540645
2167,2631,0.0051885914999699485
625,2451,0.00519134233819174
1269,2183,0.00519195649181059
3409,1274,0.00519351153780534
3531,3512,0.0052073145885205285
278,2642,0.005207621410678313
473,1772,0.005225593538388307
3688,3645,0.005234246329149983
660,1350,0.0052520435098723315
2151,2975,0.005253072915991537
3790,710,0.005254233242072082
262,3947,0.005264252896288069
3566,822,0.005267928438931757
1796,2886,0.005274877699343317
2702,3298,0.005279423435952779
